id,title,price(USD),building_area(m²),land_area(m²),bedrooms,location
d489d3bfb1_0.webp,House for sale,180000,320,2005,5,Marlborough
7d35dc4c1d_0.webp,Falcon Park House for Sale,130000,400,2000,4,Harare
785e5f9743_0.webp,Your Ultimate Braai Haven,450000,0,4047,,Bulawayo
7162b4cc63_0.webp,House For Sale,500000,400,2000,4,Harare
f46d0339bf_0.webp,"Prime 1200 m² Residential Land for Sale in Mashonaland West, Mwashuma, Norton",19000,1200,1200,,
a6a426feb9_0.webp,Immaculate 3-bedroom home with 2-bedroom cottage,350000,1000,4000,3,Marlborough
0c599f54b5_0.webp,10.5 Acres of Prime Umwinsidale Real Estate for Sale,2000000,0,42000,,Harare
5f508398b7_0.webp,Warehouse for sale,280000,600,1000,,Harare
036b4f9be7_0.webp,Philadelphia -Domboshava Road,550000,800,3800,4,Harare
1d45d51cdc_0.webp,Crowhill Views Stands for sale,15000,0,1000,,Harare
7804087bf6_0.webp,Good investment property priced for your purchase,380000,4000,4000,4,Harare
,"2-Bedroom Apartment for Sale in South Africa, 65m²",55000,0,4061,2,
c16770985b_0.webp,New Mandate Mt Pleasant Heights,370000,400,1800,6,Mt Pleasant
628aa222b1_0.webp,Home in Mvurwi,105000,300,4061,5,
a1041ced32_0.webp,"Brand New, Cosy Family home",90000,380,412,3,
df68211771_0.webp,"Shell Structure in Gated Community ,Arlington East,with Full Services",125000,400,600,5,Harare
ba5ce4dab5_0.webp,"5-Bedroom Home with Borehole in Crowhill Views, Harare North",130000,500,1000,5,Harare
718747b549_0.webp,Dream home. 10 bedrooms,600000,1,6330,10,Harare
a148d35294_0.webp,Bloomingdale 3 Bedrooms,88000,300,460,3,Harare
0176343a8b_0.webp,4 Bedroomed incomplete Emhlangeni house for sale,60000,1,1,4,Bulawayo
0a100ea51f_0.webp,The Grange All En Suite Masterpiece,280000,300,500,3,The Grange
1ca47bf70d_0.webp,3ha Retreat  Business Opportunity For Sale,1200000,2000,30000,,Harare
30939cff60_0.webp,Family Home in Chegutu with title deeds- Ideal for You,30000,130,300,4,
9c7081aa7d_0.webp,Macheke Damview,33000,170,1100,2,Bulawayo
1394acc8b9_0.webp,Avenues -- Kopje Raleigh Street,750000,236,800,,Harare
8fca707904_0.webp,"Hogerty Hill. 5 Bedrooms, 5 Bathroom.",590000,1,5000,5,Harare
5b04ae2e28_0.webp,"Commercial Complex for Sale  Nyamhunga Township, Kariba",150000,0,4000,,
65b19be0d7_0.webp,Kensington property on 6.5 Acres,135000,6.5,26305,3,Bulawayo
6c65e108d8_0.webp,Brookview Stand on Acre Land with Borehole For Sale,260000,0,4000,,Harare
4148010600_0.webp,"Solid 4-Bedroom Family Home for Sale  Old Windsor Park, Ruwa 90 Complete",75000,300,1172,4,
c66e9354af_0.webp,Clon Moran Kadoma 1.02 hectare plots for $10K Cash. Terms also available,12000,0,20000,,
544c0d56f5_0.webp,Woodville100,95000,1,1,3,Bulawayo
3328783984_0.webp,A 4 bed Clusters in Hogerty Hill with Parent Deeds - Off Show,220000,200,7300,4,Harare
56465d0a3d_0.webp,Simply Sensational,1600000,1,20234,3,Bulawayo
8f5f3606b3_0.webp,Stunning 3-Bedroom Home on Expansive 4484m² in Waterfalls,165000,800,4484,3,Waterfalls
2305b4aece_0.webp,Flat,70000,0,0,2,Bulawayo
f444264a99_0.webp,Excellent location,150000,300,2400,3,
f351a6d7f8_0.webp,"Prime 2100m² Residential Land in Glen Lorne, Harare North - Parent Deed",125000,0,2100,,Harare
e1a75b8a32_0.webp,TurnKey Classy Fully Furnished Townhouse,140000,350,400,4,
a3f8322fa4_0.webp,2-Bedroom Flat for Sale in Glenorah,26000,100,5800,2,Harare
e6cf5142d3_0.webp,Fully serviced stand in Nyabira,17000,0,350,,
7c5c0ab8ec_0.webp,Shawasha Hills Estate,400000,300,5800,3,Harare
bca6806d7e_0.webp,"Prime Residential Land for Sale in Nyabira, 616 m²",27000,0,616,,Harare
8ae866c194_0.webp,Residential Properties For Sale In Mbundane,22000,1,200,2,Harare
e0c4658123_0.webp,Ruwa,75000,105,260,3,
3bf1923036_0.webp,Harare Avenues Flat,120000,0,0,2,Harare
885850f432_0.webp,"Prime Burnside Estate  Residence, Wedding Venue and Land Options",1370000,1000,28328,4,Bulawayo
923695ec05_0.webp,Fully Serviced 6-Bedroom Home in Glenview 3,45000,250,438,6,Glen View
48de00968b_0.webp,Fairview Westgate for sale,120000,200,1000,4,Harare
5b8abc7399_0.webp,Stands for Sale,38000,0,438,,Borrowdale
079eb14984_0.webp,"Modern 3-Bedroom Townhouse Complex for Sale in Hatfield, Harare",120000,300,300,3,Hatfield
de52c3571e_0.webp,Investment Opportunity  Fairview Westgate Clusters For Sale,100000,500,1500,4,Harare
db1cb8c9b3_0.webp,Chishawasha mothercare,450000,0,19000,,Harare
1cf5ae2788_0.webp,An exciting lifestyle living in a gated community of your dreams.,11625,375,13000,,Bulawayo
90258bc658_0.webp,Industrial,200000,200,6000,,Harare
6485d4e71b_0.webp,Prime Peri urban agro residential property.,260000,500,13000,5,
19ff586d63_0.webp,Borrowdale Walton Avenues Infills Harare North,120000,0,4000,,Borrowdale
e0b9ee1e26_0.webp,Paradise found Exclusive Luxury Living,649000,300,66100,4,
b265bcfb90_0.webp,Tendara Cluster Homes Modern Living In Quinnington,300000,207,500,3,Harare
5deb016000_0.webp,Prime Commercial land for sale in Victoria Falls,1200000,0,13000,,
170368f30b_0.webp,Finish to Taste Corner Property,90000,200,400,4,
486abaeef0_0.webp,Newlands Modern Two-Bedroom Garden Flat,140000,101,150,2,Newlands
d9cab4027a_0.webp,Vacant 2000square metres,30000,0,2000,,
